Theta: 1.570700
periodo,theta_Calc,theta_Anali
0.353700,0.701494,-0.452068
0.353800,0.701054,-0.452464
0.353900,0.700613,-0.452860
0.354000,0.700173,-0.453256
0.354100,0.699733,-0.453652
0.354200,0.699292,-0.454048
0.354300,0.698852,-0.454443
0.354400,0.698411,-0.454839
0.354500,0.697970,-0.455234
0.354600,0.697530,-0.455630
0.354700,0.697089,-0.456025
0.354800,0.696648,-0.456420
0.354900,0.696207,-0.456815
0.355000,0.695766,-0.457210
0.355100,0.695325,-0.457605
0.355200,0.694884,-0.458000
0.355300,0.694442,-0.458395
0.355400,0.694001,-0.458789
0.355500,0.693560,-0.459184
0.355600,0.693118,-0.459579
0.355700,0.692677,-0.459973
0.355800,0.692235,-0.460367
0.355900,0.691794,-0.460761
0.356000,0.691352,-0.461156
0.356100,0.690910,-0.461550
0.356200,0.690468,-0.461944
0.356300,0.690026,-0.462338
0.356400,0.689584,-0.462731
0.356500,0.689142,-0.463125
0.356600,0.688700,-0.463519
0.356700,0.688258,-0.463912
0.356800,0.687816,-0.464306
0.356900,0.687373,-0.464699
0.357000,0.686931,-0.465092
0.357100,0.686489,-0.465485
0.357200,0.686046,-0.465878
0.357300,0.685604,-0.466271
0.357400,0.685161,-0.466664
0.357500,0.684718,-0.467057
0.357600,0.684275,-0.467450
0.357700,0.683833,-0.467843
0.357800,0.683390,-0.468235
0.357900,0.682947,-0.468628
0.358000,0.682504,-0.469020
0.358100,0.682060,-0.469412
0.358200,0.681617,-0.469805
0.358300,0.681174,-0.470197
0.358400,0.680731,-0.470589
0.358500,0.680287,-0.470981
0.358600,0.679844,-0.471373
0.358700,0.679400,-0.471764
0.358800,0.678957,-0.472156
0.358900,0.678513,-0.472548
0.359000,0.678069,-0.472939
0.359100,0.677626,-0.473331
0.359200,0.677182,-0.473722
0.359300,0.676738,-0.474113
0.359400,0.676294,-0.474504
0.359500,0.675850,-0.474896
0.359600,0.675406,-0.475287
0.359700,0.674961,-0.475677
0.359800,0.674517,-0.476068
0.359900,0.674073,-0.476459
0.360000,0.673629,-0.476850
0.360100,0.673184,-0.477240
0.360200,0.672740,-0.477631
0.360300,0.672295,-0.478021
0.360400,0.671850,-0.478411
0.360500,0.671406,-0.478802
0.360600,0.670961,-0.479192
0.360700,0.670516,-0.479582
0.360800,0.670071,-0.479972
0.360900,0.669626,-0.480362
0.361000,0.669181,-0.480752
0.361100,0.668736,-0.481141
0.361200,0.668291,-0.481531
0.361300,0.667846,-0.481920
0.361400,0.667400,-0.482310
0.361500,0.666955,-0.482699
0.361600,0.666509,-0.483088
0.361700,0.666064,-0.483478
0.361800,0.665618,-0.483867
0.361900,0.665173,-0.484256
0.362000,0.664727,-0.484645
0.362100,0.664281,-0.485034
0.362200,0.663835,-0.485422
0.362300,0.663390,-0.485811
0.362400,0.662944,-0.486200
0.362500,0.662498,-0.486588
0.362600,0.662051,-0.486976
0.362700,0.661605,-0.487365
0.362800,0.661159,-0.487753
0.362900,0.660713,-0.488141
0.363000,0.660266,-0.488529
0.363100,0.659820,-0.488917
0.363200,0.659374,-0.489305
0.363300,0.658927,-0.489693
0.363400,0.658480,-0.490081
0.363500,0.658034,-0.490468
0.363600,0.657587,-0.490856
0.363700,0.657140,-0.491243
0.363800,0.656693,-0.491631
0.363900,0.656246,-0.492018
0.364000,0.655799,-0.492405
0.364100,0.655352,-0.492792
0.364200,0.654905,-0.493179
0.364300,0.654458,-0.493566
0.364400,0.654011,-0.493953
0.364500,0.653563,-0.494340
0.364600,0.653116,-0.494726
0.364700,0.652669,-0.495113
0.364800,0.652221,-0.495500
0.364900,0.651774,-0.495886
0.365000,0.651326,-0.496272
0.365100,0.650878,-0.496659
0.365200,0.650430,-0.497045
0.365300,0.649983,-0.497431
0.365400,0.649535,-0.497817
0.365500,0.649087,-0.498203
0.365600,0.648639,-0.498588
0.365700,0.648191,-0.498974
0.365800,0.647743,-0.499360
0.365900,0.647294,-0.499745
0.366000,0.646846,-0.500131
0.366100,0.646398,-0.500516
0.366200,0.645949,-0.500902
0.366300,0.645501,-0.501287
0.366400,0.645052,-0.501672
0.366500,0.644604,-0.502057
0.366600,0.644155,-0.502442
0.366700,0.643706,-0.502827
0.366800,0.643258,-0.503212
0.366900,0.642809,-0.503596
0.367000,0.642360,-0.503981
0.367100,0.641911,-0.504365
0.367200,0.641462,-0.504750
0.367300,0.641013,-0.505134
0.367400,0.640564,-0.505518
0.367500,0.640114,-0.505903
0.367600,0.639665,-0.506287
0.367700,0.639216,-0.506671
0.367800,0.638766,-0.507055
0.367900,0.638317,-0.507438
0.368000,0.637867,-0.507822
0.368100,0.637418,-0.508206
0.368200,0.636968,-0.508589
0.368300,0.636518,-0.508973
0.368400,0.636069,-0.509356
0.368500,0.635619,-0.509740
0.368600,0.635169,-0.510123
0.368700,0.634719,-0.510506
0.368800,0.634269,-0.510889
0.368900,0.633819,-0.511272
0.369000,0.633369,-0.511655
0.369100,0.632918,-0.512038
0.369200,0.632468,-0.512421
0.369300,0.632018,-0.512803
0.369400,0.631567,-0.513186
0.369500,0.631117,-0.513568
0.369600,0.630666,-0.513951
0.369700,0.630216,-0.514333
0.369800,0.629765,-0.514715
0.369900,0.629314,-0.515097
0.370000,0.628864,-0.515479
0.370100,0.628413,-0.515861
0.370200,0.627962,-0.516243
0.370300,0.627511,-0.516625
0.370400,0.627060,-0.517006
0.370500,0.626609,-0.517388
0.370600,0.626158,-0.517770
0.370700,0.625706,-0.518151
0.370800,0.625255,-0.518532
0.370900,0.624804,-0.518914
0.371000,0.624352,-0.519295
0.371100,0.623901,-0.519676
0.371200,0.623450,-0.520057
0.371300,0.622998,-0.520438
0.371400,0.622546,-0.520819
0.371500,0.622095,-0.521199
0.371600,0.621643,-0.521580
0.371700,0.621191,-0.521961
0.371800,0.620739,-0.522341
0.371900,0.620287,-0.522721
0.372000,0.619835,-0.523102
0.372100,0.619383,-0.523482
0.372200,0.618931,-0.523862
0.372300,0.618479,-0.524242
0.372400,0.618027,-0.524622
0.372500,0.617574,-0.525002
0.372600,0.617122,-0.525382
0.372700,0.616670,-0.525762
0.372800,0.616217,-0.526141
0.372900,0.615764,-0.526521
0.373000,0.615312,-0.526900
0.373100,0.614859,-0.527280
0.373200,0.614406,-0.527659
0.373300,0.613954,-0.528038
0.373400,0.613501,-0.528417
0.373500,0.613048,-0.528796
0.373600,0.612595,-0.529175
0.373700,0.612142,-0.529554
0.373800,0.611689,-0.529933
0.373900,0.611236,-0.530312
0.374000,0.610782,-0.530690
0.374100,0.610329,-0.531069
0.374200,0.609876,-0.531447
0.374300,0.609422,-0.531826
0.374400,0.608969,-0.532204
0.374500,0.608516,-0.532582
0.374600,0.608062,-0.532960
0.374700,0.607608,-0.533338
0.374800,0.607155,-0.533716
0.374900,0.606701,-0.534094
0.375000,0.606247,-0.534472
0.375100,0.605793,-0.534849
0.375200,0.605339,-0.535227
0.375300,0.604885,-0.535604
0.375400,0.604431,-0.535982
0.375500,0.603977,-0.536359
0.375600,0.603523,-0.536736
0.375700,0.603069,-0.537113
0.375800,0.602615,-0.537491
0.375900,0.602160,-0.537868
0.376000,0.601706,-0.538244
0.376100,0.601251,-0.538621
0.376200,0.600797,-0.538998
0.376300,0.600342,-0.539375
0.376400,0.599888,-0.539751
0.376500,0.599433,-0.540128
0.376600,0.598978,-0.540504
0.376700,0.598523,-0.540880
0.376800,0.598068,-0.541257
0.376900,0.597614,-0.541633
0.377000,0.597159,-0.542009
0.377100,0.596703,-0.542385
0.377200,0.596248,-0.542761
0.377300,0.595793,-0.543136
0.377400,0.595338,-0.543512
0.377500,0.594883,-0.543888
0.377600,0.594427,-0.544263
0.377700,0.593972,-0.544639
0.377800,0.593517,-0.545014
0.377900,0.593061,-0.545389
0.378000,0.592605,-0.545765
0.378100,0.592150,-0.546140
0.378200,0.591694,-0.546515
0.378300,0.591238,-0.546890
0.378400,0.590783,-0.547265
0.378500,0.590327,-0.547639
0.378600,0.589871,-0.548014
0.378700,0.589415,-0.548389
0.378800,0.588959,-0.548763
0.378900,0.588503,-0.549138
0.379000,0.588047,-0.549512
0.379100,0.587590,-0.549886
0.379200,0.587134,-0.550260
0.379300,0.586678,-0.550634
0.379400,0.586221,-0.551008
0.379500,0.585765,-0.551382
0.379600,0.585308,-0.551756
0.379700,0.584852,-0.552130
0.379800,0.584395,-0.552504
0.379900,0.583939,-0.552877
0.380000,0.583482,-0.553251
0.380100,0.583025,-0.553624
0.380200,0.582568,-0.553997
0.380300,0.582111,-0.554371
0.380400,0.581654,-0.554744
0.380500,0.581197,-0.555117
0.380600,0.580740,-0.555490
0.380700,0.580283,-0.555863
0.380800,0.579826,-0.556236
0.380900,0.579369,-0.556608
0.381000,0.578911,-0.556981
0.381100,0.578454,-0.557354
0.381200,0.577997,-0.557726
0.381300,0.577539,-0.558099
0.381400,0.577082,-0.558471
0.381500,0.576624,-0.558843
0.381600,0.576167,-0.559215
0.381700,0.575709,-0.559587
0.381800,0.575251,-0.559959
0.381900,0.574793,-0.560331
0.382000,0.574335,-0.560703
0.382100,0.573878,-0.561075
0.382200,0.573420,-0.561446
0.382300,0.572961,-0.561818
0.382400,0.572503,-0.562189
0.382500,0.572045,-0.562561
0.382600,0.571587,-0.562932
0.382700,0.571129,-0.563303
0.382800,0.570671,-0.563674
0.382900,0.570212,-0.564045
0.383000,0.569754,-0.564416
0.383100,0.569295,-0.564787
0.383200,0.568837,-0.565158
0.383300,0.568378,-0.565529
0.383400,0.567919,-0.565899
0.383500,0.567461,-0.566270
0.383600,0.567002,-0.566640
0.383700,0.566543,-0.567011
0.383800,0.566084,-0.567381
0.383900,0.565625,-0.567751
0.384000,0.565166,-0.568121
0.384100,0.564707,-0.568491
0.384200,0.564248,-0.568861
0.384300,0.563789,-0.569231
0.384400,0.563330,-0.569601
0.384500,0.562871,-0.569971
0.384600,0.562411,-0.570340
0.384700,0.561952,-0.570710
0.384800,0.561493,-0.571079
0.384900,0.561033,-0.571448
0.385000,0.560574,-0.571818
0.385100,0.560114,-0.572187
0.385200,0.559654,-0.572556
0.385300,0.559195,-0.572925
0.385400,0.558735,-0.573294
0.385500,0.558275,-0.573663
0.385600,0.557815,-0.574032
0.385700,0.557355,-0.574400
0.385800,0.556895,-0.574769
0.385900,0.556435,-0.575137
0.386000,0.555975,-0.575506
0.386100,0.555515,-0.575874
0.386200,0.555055,-0.576242
0.386300,0.554595,-0.576611
0.386400,0.554134,-0.576979
0.386500,0.553674,-0.577347
0.386600,0.553214,-0.577715
0.386700,0.552753,-0.578082
0.386800,0.552293,-0.578450
0.386900,0.551832,-0.578818
0.387000,0.551371,-0.579185
0.387100,0.550911,-0.579553
0.387200,0.550450,-0.579920
0.387300,0.549989,-0.580288
0.387400,0.549528,-0.580655
0.387500,0.549068,-0.581022
0.387600,0.548607,-0.581389
0.387700,0.548146,-0.581756
0.387800,0.547685,-0.582123
0.387900,0.547223,-0.582490
0.388000,0.546762,-0.582857
0.388100,0.546301,-0.583223
0.388200,0.545840,-0.583590
0.388300,0.545378,-0.583956
0.388400,0.544917,-0.584323
0.388500,0.544456,-0.584689
0.388600,0.543994,-0.585055
0.388700,0.543533,-0.585421
0.388800,0.543071,-0.585788
0.388900,0.542609,-0.586154
0.389000,0.542148,-0.586519
0.389100,0.541686,-0.586885
0.389200,0.541224,-0.587251
0.389300,0.540762,-0.587617
0.389400,0.540300,-0.587982
0.389500,0.539838,-0.588348
0.389600,0.539376,-0.588713
0.389700,0.538914,-0.589078
0.389800,0.538452,-0.589444
0.389900,0.537990,-0.589809
0.390000,0.537528,-0.590174
0.390100,0.537066,-0.590539
0.390200,0.536603,-0.590904
0.390300,0.536141,-0.591269
0.390400,0.535678,-0.591633
0.390500,0.535216,-0.591998
0.390600,0.534753,-0.592362
0.390700,0.534291,-0.592727
0.390800,0.533828,-0.593091
0.390900,0.533365,-0.593456
0.391000,0.532903,-0.593820
0.391100,0.532440,-0.594184
0.391200,0.531977,-0.594548
0.391300,0.531514,-0.594912
0.391400,0.531051,-0.595276
0.391500,0.530588,-0.595640
0.391600,0.530125,-0.596003
0.391700,0.529662,-0.596367
0.391800,0.529199,-0.596731
0.391900,0.528736,-0.597094
0.392000,0.528272,-0.597457
0.392100,0.527809,-0.597821
0.392200,0.527346,-0.598184
0.392300,0.526882,-0.598547
0.392400,0.526419,-0.598910
0.392500,0.525955,-0.599273
0.392600,0.525492,-0.599636
0.392700,0.525028,-0.599999
0.392800,0.524564,-0.600362
0.392900,0.524100,-0.600724
0.393000,0.523637,-0.601087
0.393100,0.523173,-0.601449
0.393200,0.522709,-0.601812
0.393300,0.522245,-0.602174
0.393400,0.521781,-0.602536
0.393500,0.521317,-0.602898
0.393600,0.520853,-0.603260
0.393700,0.520389,-0.603622
0.393800,0.519925,-0.603984
0.393900,0.519460,-0.604346
0.394000,0.518996,-0.604708
0.394100,0.518532,-0.605069
0.394200,0.518067,-0.605431
0.394300,0.517603,-0.605792
0.394400,0.517138,-0.606154
0.394500,0.516674,-0.606515
0.394600,0.516209,-0.606876
0.394700,0.515744,-0.607237
0.394800,0.515280,-0.607598
0.394900,0.514815,-0.607959
0.395000,0.514350,-0.608320
0.395100,0.513885,-0.608681
0.395200,0.513420,-0.609042
0.395300,0.512955,-0.609402
0.395400,0.512490,-0.609763
0.395500,0.512025,-0.610123
0.395600,0.511560,-0.610484
0.395700,0.511095,-0.610844
0.395800,0.510630,-0.611204
0.395900,0.510165,-0.611564
0.396000,0.509699,-0.611924
0.396100,0.509234,-0.612284
0.396200,0.508769,-0.612644
0.396300,0.508303,-0.613004
0.396400,0.507838,-0.613364
0.396500,0.507372,-0.613723
0.396600,0.506906,-0.614083
0.396700,0.506441,-0.614442
0.396800,0.505975,-0.614802
0.396900,0.505509,-0.615161
0.397000,0.505043,-0.615520
0.397100,0.504578,-0.615879
0.397200,0.504112,-0.616238
0.397300,0.503646,-0.616597
0.397400,0.503180,-0.616956
0.397500,0.502714,-0.617315
0.397600,0.502248,-0.617674
0.397700,0.501781,-0.618032
0.397800,0.501315,-0.618391
0.397900,0.500849,-0.618749
0.398000,0.500383,-0.619108
0.398100,0.499916,-0.619466
0.398200,0.499450,-0.619824
0.398300,0.498984,-0.620182
0.398400,0.498517,-0.620540
0.398500,0.498050,-0.620898
0.398600,0.497584,-0.621256
0.398700,0.497117,-0.621614
0.398800,0.496651,-0.621972
0.398900,0.496184,-0.622329
0.399000,0.495717,-0.622687
0.399100,0.495250,-0.623044
0.399200,0.494783,-0.623402
0.399300,0.494316,-0.623759
0.399400,0.493849,-0.624116
0.399500,0.493382,-0.624473
0.399600,0.492915,-0.624830
0.399700,0.492448,-0.625187
0.399800,0.491981,-0.625544
0.399900,0.491514,-0.625901
0.400000,0.491046,-0.626258
0.400100,0.490579,-0.626614
0.400200,0.490112,-0.626971
0.400300,0.489644,-0.627327
0.400400,0.489177,-0.627684
0.400500,0.488709,-0.628040
0.400600,0.488242,-0.628396
0.400700,0.487774,-0.628753
0.400800,0.487307,-0.629109
0.400900,0.486839,-0.629465
0.401000,0.486371,-0.629820
0.401100,0.485903,-0.630176
0.401200,0.485435,-0.630532
0.401300,0.484967,-0.630888
0.401400,0.484500,-0.631243
0.401500,0.484032,-0.631599
0.401600,0.483564,-0.631954
0.401700,0.483095,-0.632309
0.401800,0.482627,-0.632665
0.401900,0.482159,-0.633020
0.402000,0.481691,-0.633375
0.402100,0.481223,-0.633730
0.402200,0.480754,-0.634085
0.402300,0.480286,-0.634439
0.402400,0.479817,-0.634794
0.402500,0.479349,-0.635149
0.402600,0.478881,-0.635503
0.402700,0.478412,-0.635858
0.402800,0.477943,-0.636212
0.402900,0.477475,-0.636567
0.403000,0.477006,-0.636921
0.403100,0.476537,-0.637275
0.403200,0.476068,-0.637629
0.403300,0.475600,-0.637983
0.403400,0.475131,-0.638337
0.403500,0.474662,-0.638691
0.403600,0.474193,-0.639044
0.403700,0.473724,-0.639398
0.403800,0.473255,-0.639752
0.403900,0.472786,-0.640105
0.404000,0.472316,-0.640459
0.404100,0.471847,-0.640812
0.404200,0.471378,-0.641165
0.404300,0.470909,-0.641518
0.404400,0.470439,-0.641871
0.404500,0.469970,-0.642224
0.404600,0.469500,-0.642577
0.404700,0.469031,-0.642930
0.404800,0.468561,-0.643283
0.404900,0.468092,-0.643635
0.405000,0.467622,-0.643988
0.405100,0.467153,-0.644341
0.405200,0.466683,-0.644693
0.405300,0.466213,-0.645045
0.405400,0.465743,-0.645398
0.405500,0.465273,-0.645750
0.405600,0.464804,-0.646102
0.405700,0.464334,-0.646454
0.405800,0.463864,-0.646806
0.405900,0.463394,-0.647158
0.406000,0.462923,-0.647509
0.406100,0.462453,-0.647861
0.406200,0.461983,-0.648213
0.406300,0.461513,-0.648564
0.406400,0.461043,-0.648915
0.406500,0.460572,-0.649267
0.406600,0.460102,-0.649618
0.406700,0.459632,-0.649969
0.406800,0.459161,-0.650320
0.406900,0.458691,-0.650671
0.407000,0.458220,-0.651022
0.407100,0.457750,-0.651373
0.407200,0.457279,-0.651724
0.407300,0.456808,-0.652075
0.407400,0.456338,-0.652425
0.407500,0.455867,-0.652776
0.407600,0.455396,-0.653126
0.407700,0.454925,-0.653477
0.407800,0.454454,-0.653827
0.407900,0.453983,-0.654177
0.408000,0.453512,-0.654527
0.408100,0.453041,-0.654877
0.408200,0.452570,-0.655227
0.408300,0.452099,-0.655577
0.408400,0.451628,-0.655927
0.408500,0.451157,-0.656276
0.408600,0.450685,-0.656626
0.408700,0.450214,-0.656976
0.408800,0.449743,-0.657325
0.408900,0.449271,-0.657674
0.409000,0.448800,-0.658024
0.409100,0.448329,-0.658373
0.409200,0.447857,-0.658722
0.409300,0.447386,-0.659071
0.409400,0.446914,-0.659420
0.409500,0.446442,-0.659769
0.409600,0.445971,-0.660118
0.409700,0.445499,-0.660466
0.409800,0.445027,-0.660815
0.409900,0.444555,-0.661164
0.410000,0.444083,-0.661512
0.410100,0.443611,-0.661860
0.410200,0.443140,-0.662209
0.410300,0.442668,-0.662557
0.410400,0.442195,-0.662905
0.410500,0.441723,-0.663253
0.410600,0.441251,-0.663601
0.410700,0.440779,-0.663949
0.410800,0.440307,-0.664297
0.410900,0.439835,-0.664644
0.411000,0.439362,-0.664992
0.411100,0.438890,-0.665340
0.411200,0.438418,-0.665687
0.411300,0.437945,-0.666035
0.411400,0.437473,-0.666382
0.411500,0.437000,-0.666729
0.411600,0.436528,-0.667076
0.411700,0.436055,-0.667423
0.411800,0.435582,-0.667770
0.411900,0.435110,-0.668117
0.412000,0.434637,-0.668464
0.412100,0.434164,-0.668811
0.412200,0.433691,-0.669157
0.412300,0.433219,-0.669504
0.412400,0.432746,-0.669851
0.412500,0.432273,-0.670197
0.412600,0.431800,-0.670543
0.412700,0.431327,-0.670890
0.412800,0.430854,-0.671236
0.412900,0.430381,-0.671582
0.413000,0.429907,-0.671928
0.413100,0.429434,-0.672274
0.413200,0.428961,-0.672620
0.413300,0.428488,-0.672965
0.413400,0.428014,-0.673311
0.413500,0.427541,-0.673657
0.413600,0.427068,-0.674002
0.413700,0.426594,-0.674348
0.413800,0.426121,-0.674693
0.413900,0.425647,-0.675038
0.414000,0.425174,-0.675383
0.414100,0.424700,-0.675728
0.414200,0.424226,-0.676073
0.414300,0.423753,-0.676418
0.414400,0.423279,-0.676763
0.414500,0.422805,-0.677108
0.414600,0.422331,-0.677453
0.414700,0.421857,-0.677797
0.414800,0.421384,-0.678142
0.414900,0.420910,-0.678486
0.415000,0.420436,-0.678831
0.415100,0.419962,-0.679175
0.415200,0.419488,-0.679519
0.415300,0.419013,-0.679863
0.415400,0.418539,-0.680207
0.415500,0.418065,-0.680551
0.415600,0.417591,-0.680895
0.415700,0.417117,-0.681239
0.415800,0.416642,-0.681583
0.415900,0.416168,-0.681926
0.416000,0.415693,-0.682270
0.416100,0.415219,-0.682613
0.416200,0.414745,-0.682957
0.416300,0.414270,-0.683300
0.416400,0.413796,-0.683643
0.416500,0.413321,-0.683987
0.416600,0.412846,-0.684330
0.416700,0.412372,-0.684673
0.416800,0.411897,-0.685016
0.416900,0.411422,-0.685358
0.417000,0.410947,-0.685701
0.417100,0.410472,-0.686044
0.417200,0.409998,-0.686386
0.417300,0.409523,-0.686729
0.417400,0.409048,-0.687071
0.417500,0.408573,-0.687414
0.417600,0.408098,-0.687756
0.417700,0.407623,-0.688098
0.417800,0.407147,-0.688440
0.417900,0.406672,-0.688782
0.418000,0.406197,-0.689124
0.418100,0.405722,-0.689466
0.418200,0.405247,-0.689808
0.418300,0.404771,-0.690149
0.418400,0.404296,-0.690491
0.418500,0.403820,-0.690832
0.418600,0.403345,-0.691174
0.418700,0.402870,-0.691515
0.418800,0.402394,-0.691857
0.418900,0.401918,-0.692198
0.419000,0.401443,-0.692539
0.419100,0.400967,-0.692880
0.419200,0.400492,-0.693221
0.419300,0.400016,-0.693562
0.419400,0.399540,-0.693902
0.419500,0.399064,-0.694243
0.419600,0.398588,-0.694584
0.419700,0.398113,-0.694924
0.419800,0.397637,-0.695265
0.419900,0.397161,-0.695605
0.420000,0.396685,-0.695946
0.420100,0.396209,-0.696286
0.420200,0.395733,-0.696626
0.420300,0.395257,-0.696966
0.420400,0.394780,-0.697306
0.420500,0.394304,-0.697646
0.420600,0.393828,-0.697986
0.420700,0.393352,-0.698325
0.420800,0.392875,-0.698665
0.420900,0.392399,-0.699005
0.421000,0.391923,-0.699344
0.421100,0.391446,-0.699684
0.421200,0.390970,-0.700023
0.421300,0.390493,-0.700362
0.421400,0.390017,-0.700701
0.421500,0.389540,-0.701040
0.421600,0.389064,-0.701379
0.421700,0.388587,-0.701718
0.421800,0.388110,-0.702057
0.421900,0.387634,-0.702396
0.422000,0.387157,-0.702735
0.422100,0.386680,-0.703073
0.422200,0.386203,-0.703412
0.422300,0.385726,-0.703750
0.422400,0.385249,-0.704088
0.422500,0.384772,-0.704427
0.422600,0.384295,-0.704765
0.422700,0.383818,-0.705103
0.422800,0.383341,-0.705441
0.422900,0.382864,-0.705779
0.423000,0.382387,-0.706117
0.423100,0.381910,-0.706455
0.423200,0.381433,-0.706792
0.423300,0.380955,-0.707130
0.423400,0.380478,-0.707468
0.423500,0.380001,-0.707805
0.423600,0.379524,-0.708142
0.423700,0.379046,-0.708480
0.423800,0.378569,-0.708817
0.423900,0.378091,-0.709154
0.424000,0.377614,-0.709491
0.424100,0.377136,-0.709828
0.424200,0.376659,-0.710165
0.424300,0.376181,-0.710502
0.424400,0.375703,-0.710839
0.424500,0.375226,-0.711175
0.424600,0.374748,-0.711512
0.424700,0.374270,-0.711848
0.424800,0.373792,-0.712185
0.424900,0.373314,-0.712521
0.425000,0.372837,-0.712857
0.425100,0.372359,-0.713194
0.425200,0.371881,-0.713530
0.425300,0.371403,-0.713866
0.425400,0.370925,-0.714202
0.425500,0.370447,-0.714538
0.425600,0.369969,-0.714873
0.425700,0.369490,-0.715209
0.425800,0.369012,-0.715545
0.425900,0.368534,-0.715880
0.426000,0.368056,-0.716216
0.426100,0.367577,-0.716551
0.426200,0.367099,-0.716886
0.426300,0.366621,-0.717221
0.426400,0.366142,-0.717557
0.426500,0.365664,-0.717892
0.426600,0.365186,-0.718227
0.426700,0.364707,-0.718561
0.426800,0.364229,-0.718896
0.426900,0.363750,-0.719231
0.427000,0.363271,-0.719566
0.427100,0.362793,-0.719900
0.427200,0.362314,-0.720235
0.427300,0.361835,-0.720569
0.427400,0.361357,-0.720903
0.427500,0.360878,-0.721238
0.427600,0.360399,-0.721572
0.427700,0.359920,-0.721906
0.427800,0.359441,-0.722240
0.427900,0.358962,-0.722574
0.428000,0.358483,-0.722908
0.428100,0.358004,-0.723241
0.428200,0.357525,-0.723575
0.428300,0.357046,-0.723909
0.428400,0.356567,-0.724242
0.428500,0.356088,-0.724576
0.428600,0.355609,-0.724909
0.428700,0.355130,-0.725242
0.428800,0.354650,-0.725576
0.428900,0.354171,-0.725909
0.429000,0.353692,-0.726242
0.429100,0.353213,-0.726575
0.429200,0.352733,-0.726907
0.429300,0.352254,-0.727240
0.429400,0.351774,-0.727573
0.429500,0.351295,-0.727906
0.429600,0.350815,-0.728238
0.429700,0.350336,-0.728571
0.429800,0.349856,-0.728903
0.429900,0.349377,-0.729235
0.430000,0.348897,-0.729568
0.430100,0.348417,-0.729900
0.430200,0.347938,-0.730232
0.430300,0.347458,-0.730564
0.430400,0.346978,-0.730896
0.430500,0.346498,-0.731228
0.430600,0.346018,-0.731559
0.430700,0.345538,-0.731891
0.430800,0.345059,-0.732223
0.430900,0.344579,-0.732554
0.431000,0.344099,-0.732886
0.431100,0.343619,-0.733217
0.431200,0.343138,-0.733548
0.431300,0.342658,-0.733879
0.431400,0.342178,-0.734210
0.431500,0.341698,-0.734541
0.431600,0.341218,-0.734872
0.431700,0.340738,-0.735203
0.431800,0.340257,-0.735534
0.431900,0.339777,-0.735865
0.432000,0.339297,-0.736195
0.432100,0.338816,-0.736526
0.432200,0.338336,-0.736856
0.432300,0.337856,-0.737187
0.432400,0.337375,-0.737517
0.432500,0.336895,-0.737847
0.432600,0.336414,-0.738178
0.432700,0.335934,-0.738508
0.432800,0.335453,-0.738838
0.432900,0.334972,-0.739168
0.433000,0.334492,-0.739497
0.433100,0.334011,-0.739827
0.433200,0.333530,-0.740157
0.433300,0.333050,-0.740486
0.433400,0.332569,-0.740816
0.433500,0.332088,-0.741145
0.433600,0.331607,-0.741475
0.433700,0.331126,-0.741804
0.433800,0.330645,-0.742133
0.433900,0.330164,-0.742462
0.434000,0.329683,-0.742791
0.434100,0.329202,-0.743120
0.434200,0.328721,-0.743449
0.434300,0.328240,-0.743778
0.434400,0.327759,-0.744107
0.434500,0.327278,-0.744435
0.434600,0.326797,-0.744764
0.434700,0.326316,-0.745092
0.434800,0.325834,-0.745421
0.434900,0.325353,-0.745749
0.435000,0.324872,-0.746077
0.435100,0.324390,-0.746405
0.435200,0.323909,-0.746733
0.435300,0.323428,-0.747061
0.435400,0.322946,-0.747389
0.435500,0.322465,-0.747717
0.435600,0.321983,-0.748045
0.435700,0.321502,-0.748373
0.435800,0.321020,-0.748700
0.435900,0.320539,-0.749028
0.436000,0.320057,-0.749355
0.436100,0.319575,-0.749682
0.436200,0.319094,-0.750010
0.436300,0.318612,-0.750337
0.436400,0.318130,-0.750664
0.436500,0.317648,-0.750991
0.436600,0.317167,-0.751318
0.436700,0.316685,-0.751645
0.436800,0.316203,-0.751972
0.436900,0.315721,-0.752298
0.437000,0.315239,-0.752625
0.437100,0.314757,-0.752952
0.437200,0.314275,-0.753278
0.437300,0.313793,-0.753605
0.437400,0.313311,-0.753931
0.437500,0.312829,-0.754257
0.437600,0.312347,-0.754583
0.437700,0.311865,-0.754909
0.437800,0.311383,-0.755235
0.437900,0.310900,-0.755561
0.438000,0.310418,-0.755887
0.438100,0.309936,-0.756213
0.438200,0.309453,-0.756539
0.438300,0.308971,-0.756864
0.438400,0.308489,-0.757190
0.438500,0.308006,-0.757515
0.438600,0.307524,-0.757841
0.438700,0.307042,-0.758166
0.438800,0.306559,-0.758491
0.438900,0.306077,-0.758816
0.439000,0.305594,-0.759141
0.439100,0.305111,-0.759466
0.439200,0.304629,-0.759791
0.439300,0.304146,-0.760116
0.439400,0.303664,-0.760441
0.439500,0.303181,-0.760765
0.439600,0.302698,-0.761090
0.439700,0.302215,-0.761414
0.439800,0.301733,-0.761739
0.439900,0.301250,-0.762063
0.440000,0.300767,-0.762387
0.440100,0.300284,-0.762711
0.440200,0.299801,-0.763036
0.440300,0.299318,-0.763360
0.440400,0.298835,-0.763684
0.440500,0.298352,-0.764007
0.440600,0.297869,-0.764331
0.440700,0.297386,-0.764655
0.440800,0.296903,-0.764978
0.440900,0.296420,-0.765302
